BirdID;BirthDate;NestID;SocialMother;SocialFather;GeneticMother;GenMumConfidence;GeneticFather;GenDadConfidence
1783;08/04/2003;;;;1305;100;1595;100
1784;09/11/2002;;;;1380;100;1395;100
1785;11/11/2002;;;;1155;100;453;100
1786;10/07/2002;;;;1538;100;1539;100
1787;13/11/2002;;;;503;65;1184;65
1788;14/11/2002;;;;1401;100;1551;100
1789;19/11/2002;;;;;;;
1790;17/11/2002;;;;1403;100;1533;100
1791;17/07/2002;;;;1172;100;544;100
1792;16/07/2002;;;;;;;
1793;21/07/2002;;;;1275;100;1610;100
1794;22/07/2002;;;;1382;100;1677;100
1795;26/07/2002;;;;;;1165;77
1796;28/07/2002;;;;1437;100;1196;100
1797;30/11/2002;;;;1195;74;;
1798;22/07/2003;855;1588;1581;1588;100;1581;100
1799;01/12/2002;;;;869;100;1188;100
1800;06/08/2002;;;;1193;100;1495;100
1801;12/12/2002;;;;845;100;1276;100
1802;10/08/2002;;;;524;67;1578;67
1803;11/08/2002;;;;1580;99;1040;99
1804;01/08/2003;741;1532;911;1532;100;911;100
1805;01/08/2003;747;1193;1590;1193;100;1590;100
1806;05/08/2003;862;1597;6073;1597;100;1587;100
1807;15/12/2002;;;;1271;100;1593;100
1808;07/08/2003;820;1403;849;1403;100;849;100
1809;02/08/2003;;;;;;;
1810;01/08/2003;;;;;;;
1811;01/08/2002;;;;;;;
1812;01/08/2002;;;;;;;
1813;01/08/2003;;;;;;;
1814;01/08/2003;;;;;;;
1815;31/07/2002;;;;;;;
1816;31/07/2002;;;;;;;
1817;31/07/2002;;;;;;;
1818;31/07/2002;;;;;;;
1819;05/08/2003;794;1355;1802;1355;70;1802;70
1820;25/07/2003;784;1700;1221;1700;100;1221;100
1821;16/08/2002;;;;1172;100;1171;100
1822;17/08/2002;;;;938;100;1381;100
1823;19/08/2002;;;;1172;100;1171;100
1824;10/08/2003;714;1419;1795;1419;100;1287;100
1825;08/08/2003;719;1506;1359;1506;100;1500;100
1826;09/08/2003;729;1536;1787;1536;100;1787;100
1827;24/12/2002;;;;1563;100;1572;100
1828;11/08/2003;795;1508;1754;1508;100;1754;100
1829;18/08/2003;843;1190;1489;1190;100;1489;100
1830;11/08/2003;700;1272;1593;1271;100;1395;100
1831;19/08/2003;763;1757;1523;1757;100;1523;100
1832;15/08/2003;708;3155;1579;;;1731;34
1833;13/08/2003;787;1559;1591;1559;100;1031;100
1834;27/12/2002;;;;;;;
1835;27/12/2002;;;;;;;
1836;27/12/2002;;;;;;;
1837;24/08/2002;;;;;;;
1838;24/08/2002;;;;;;;
1839;27/12/2002;;;;;;;
1840;26/05/2003;;;;;;;
1841;24/08/2002;;;;;;;
1842;27/12/2002;;;;;;;
1843;17/08/2003;786;1490;1031;1490;100;1287;100
1844;06/08/2003;732;1415;1666;1415;100;1040;100
1845;16/08/2003;842;1685;1608;1685;65;1608;65
1846;16/08/2003;783;1244;1188;1244;100;1213;100
1847;19/08/2003;720;1763;1287;1763;100;1287;100
1848;17/08/2003;718;1059;1500;1059;98;1666;98
1849;16/08/2003;706;601;506;601;100;506;100
1850;19/08/2003;706;601;506;601;100;506;100
1851;02/01/2003;;;;1195;100;1045;100
1852;20/08/2003;716;1247;1714;1247;58;1287;58
1853;20/08/2003;740;1771;1187;1771;100;1187;100
1854;20/08/2003;740;1771;1187;1771;100;1187;100
1855;21/08/2003;743;199;609;442;100;1543;100
1856;21/08/2003;710;1753;1349;1753;100;1349;100
1857;21/08/2003;710;1753;1349;1753;100;1349;100
1858;21/08/2003;727;825;1611;825;100;1611;100
1859;13/09/1988;;;;;;;
1860;30/07/1989;;;;;;;
1861;05/06/1994;;;;;;;
1862;02/07/1990;;;;;;;
1864;28/07/2003;726;1503;507;1503;100;1209;100
1865;15/09/2003;854;458;499;458;98;1268;98
1866;05/08/2003;699;1409;1209;1409;100;1209;100
1867;19/08/2003;744;1674;1029;1674;100;1029;100
1868;09/08/2003;755;1384;1370;1384;100;1553;100
1869;07/08/2003;797;832;1604;832;100;1604;100
1870;08/08/2003;796;1892;1356;1892;97;1754;97
1871;25/04/2003;;;;1401;100;1524;100
1872;17/08/2003;826;1612;1199;1612;44;1040;56
1873;06/12/2003;722;1550;1166;1550;100;1724;100
1874;06/08/2003;775;1669;1213;1669;100;1213;100
1875;20/08/2003;851;1024;1616;;;;
1876;10/08/2003;781;1605;497;;;1268;81
1877;24/09/2003;;;;1893;100;1524;100
1878;24/12/2001;;;;862;89;1524;89
1879;17/09/2003;725;1501;1606;1501;100;1606;100
1881;22/08/2003;702;1155;1570;1155;100;453;100
1882;30/04/2003;;;;639;100;1610;100
1883;29/08/2003;863;1275;1587;1275;100;1587;100
1884;05/08/2003;828;1580;1040;1580;95;1512;95
1885;20/08/2003;851;1024;1616;1024;100;1412;100
1886;20/07/2002;;;;1517;99;544;99
1887;05/09/2003;857;1429;1886;1429;100;1759;100
1888;17/08/2003;756;932;1368;2987;82;1676;82
1889;06/10/2003;;;;1170;100;1609;100
1890;07/08/2003;825;1735;1381;1735;100;1381;100
1891;27/05/2002;;;;1541;100;509;100
1892;27/09/2001;;;;832;100;1534;100
1893;19/12/2001;;;;1403;98;849;98
1894;30/01/2002;;;;503;100;1214;100
1895;07/09/2003;685;912;1348;912;100;1348;100
1896;17/09/2003;774;1305;1595;1305;100;1595;100
1897;17/09/2003;682;927;501;927;100;501;100
1898;26/07/1981;;;;;;;
1899;26/07/1981;;;;;;;
1900;26/07/1981;;;;;;;
1901;26/07/1981;;;;;;;
1902;26/07/1981;;;;;;;
1903;26/07/1981;;;;;;;
1904;26/07/1981;;;;;;;
1905;26/07/1981;;;;;;;
1906;26/07/1981;;;;;;;
1907;26/07/1981;;;;;;;
1908;27/05/1982;;;;;;;
1909;26/07/1981;;;;;;;
1910;28/11/1981;;;;;;;
1911;26/07/1981;;;;;;;
1912;26/07/1981;;;;;;;
1913;26/07/1981;;;;;;;
1914;26/07/1981;;;;;;;
1915;28/11/1981;;;;;;;
1916;26/07/1981;;;;;;;
1917;26/07/1981;;;;;;;
1918;26/07/1981;;;;;;;
1919;26/07/1981;;;;;;;
1920;26/07/1981;;;;;;;
1921;26/07/1981;;;;;;;
1922;26/07/1981;;;;;;;
1923;26/07/1981;;;;;;;
1924;26/07/1981;;;;;;;
1925;26/07/1981;;;;;;;
1926;26/07/1981;;;;;;;
1927;26/07/1981;;;;;;;
1928;28/11/1981;;;;;;;
1929;26/07/1981;;;;;;;
1930;26/07/1981;;;;;;;
1931;26/07/1981;;;;;;;
1932;26/07/1981;;;;;;;
1933;26/07/1981;;;;;;;
1934;28/11/1981;;;;;;;
1935;28/11/1981;;;;;;;
1936;27/05/1982;;;;;;;
1937;26/07/1981;;;;;;;
1938;26/07/1981;;;;;;;
1939;26/07/1981;;;;;;;
1940;26/07/1981;;;;;;;
1941;26/07/1981;;;;;;;
1942;28/11/1981;;;;;;;
1943;26/07/1981;;;;;;;
1944;26/07/1981;;;;;;;
1945;28/11/1981;;;;;;;
1946;26/07/1981;;;;;;;
1947;26/07/1981;;;;;;;
1948;26/07/1981;;;;;;;
1949;26/07/1981;;;;;;;
1950;28/11/1981;;;;;;;
1951;26/07/1981;;;;;;;
1952;26/07/1981;;;;;;;
1953;26/07/1981;;;;;;;
1954;26/07/1981;;;;;;;
1955;28/11/1981;;;;;;;
1956;26/07/1981;;;;;;;
1957;28/11/1981;;;;;;;
1958;26/07/1981;;;;;;;
1959;26/07/1981;;;;;;;
1960;26/07/1981;;;;;;;
1961;26/07/1981;;;;;;;
1962;26/07/1981;;;;;;;
1963;26/07/1981;;;;;;;
1964;28/11/1981;;;;;;;
1965;26/07/1981;;;;;;;
1966;26/07/1981;;;;;;;
1967;26/07/1981;;;;;;;
1968;26/07/1981;;;;;;;
1969;26/07/1981;;;;;;;
1970;26/07/1981;;;;;;;
1971;26/07/1981;;;;;;;
1972;26/07/1981;;;;;;;
1973;26/07/1981;;;;;;;
1974;26/07/1981;;;;;;;
1975;26/07/1981;;;;;;;
1976;26/07/1981;;;;;;;
1977;26/07/1981;;;;;;;
1978;26/07/1981;;;;;;;
1979;26/07/1981;;;;;;;
1980;26/07/1981;;;;;;;
1981;26/07/1981;;;;;;;
1982;26/07/1981;;;;;;;
1983;26/07/1981;;;;;;;
1984;26/07/1981;;;;;;;
1985;26/07/1981;;;;;;;
1986;26/07/1981;;;;;;;
1987;26/07/1981;;;;;;;
1988;26/07/1981;;;;;;;
1989;28/11/1981;;;;;;;
1990;26/07/1981;;;;;;;
1991;26/07/1981;;;;;;;
1992;26/07/1981;;;;;;;
1993;26/07/1981;;;;;;;
1994;26/07/1981;;;;;;;
1995;26/07/1981;;;;;;;
1996;26/07/1981;;;;;;;
1997;26/07/1981;;;;;;;
1998;27/05/1982;;;;;;;
1999;26/07/1981;;;;;;;
2000;26/07/1981;;;;;;;
2001;28/11/1981;;;;;;;
2002;26/07/1981;;;;;;;
2003;28/11/1981;;;;;;;
2004;28/11/1981;;;;;;;
2005;27/08/1982;;;;;;;
2006;30/12/1982;;;;;;;
2007;28/06/1983;;;;;;;
2008;27/08/1982;;;;;;;
2009;28/06/1983;;;;;;;
2010;27/08/1982;;;;;;;
2011;27/08/1982;;;;;;;
2012;28/06/1983;;;;;;;
2013;28/06/1983;;;;;;;
2014;27/08/1982;;;;;;;
2015;27/08/1982;;;;;;;
2016;30/12/1982;;;;;;;
2017;30/12/1982;;;;;;;
2018;27/08/1982;;;;;;;
2019;27/08/1982;;;;;;;
2020;27/08/1982;;;;;;;
2021;30/12/1982;;;;;;;
2022;28/06/1983;;;;;;;
2023;30/12/1982;;;;;;;
2024;28/06/1983;;;;;;;
2025;28/06/1983;;;;;;;
2026;27/08/1982;;;;;;;
2027;30/12/1982;;;;;;;
2028;28/06/1983;;;;;;;
2029;30/12/1982;;;;;;;
2030;27/08/1982;;;;;;;
2031;27/08/1982;;;;;;;
2032;28/06/1983;;;;;;;
2033;28/06/1983;;;;;;;
2034;30/12/1982;;;;;;;
2035;27/08/1982;;;;;;;
2036;27/08/1982;;;;;;;
2037;28/06/1983;;;;;;;
2038;30/12/1982;;;;;;;
2039;30/12/1982;;;;;;;
2040;27/08/1982;;;;;;;
2041;28/06/1983;;;;;;;
2042;28/06/1983;;;;;;;
2043;27/08/1982;;;;;;;
2044;27/08/1982;;;;;;;
2045;27/08/1982;;;;;;;
2046;27/08/1982;;;;;;;
2047;27/08/1982;;;;;;;
2048;27/08/1982;;;;;;;
2049;28/06/1983;;;;;;;
2050;28/06/1983;;;;;;;
2051;28/06/1983;;;;;;;
2052;30/12/1982;;;;;;;
2053;30/12/1982;;;;;;;
2054;27/08/1982;;;;;;;
2055;27/08/1982;;;;;;;
2056;28/06/1983;;;;;;;
2057;27/08/1982;;;;;;;
2058;27/08/1982;;;;;;;
2059;28/06/1983;;;;;;;
2060;28/06/1983;;;;;;;
2061;28/06/1983;;;;;;;
2062;27/08/1982;;;;;;;
2063;27/08/1982;;;;;;;
2064;27/08/1982;;;;;;;
2065;27/08/1982;;;;;;;
2066;21/05/1983;;;;;;;
2067;23/09/1983;;;;;;;
2068;23/09/1983;;;;;;;
2069;21/05/1983;;;;;;;
2070;21/05/1983;;;;;;;
2071;21/05/1983;;;;;;;
2072;23/09/1983;;;;;;;
2073;21/05/1983;;;;;;;
2074;21/05/1983;;;;;;;
2075;23/09/1983;;;;;;;
2076;21/05/1983;;;;;;;
2077;21/05/1983;;;;;;;
2078;21/05/1983;;;;;;;
2079;21/05/1983;;;;;;;
2080;23/09/1983;;;;;;;
2081;21/05/1983;;;;;;;
2082;21/05/1983;;;;;;;
2083;23/09/1983;;;;;;;
2084;23/09/1983;;;;;;;
2085;23/09/1983;;;;;;;
2086;23/09/1983;;;;;;;
2087;21/05/1983;;;;;;;
2088;21/05/1983;;;;;;;
2089;21/05/1983;;;;;;;
2090;23/09/1983;;;;;;;
2091;23/09/1983;;;;;;;
2092;21/03/1984;;;;;;;
2093;23/09/1983;;;;;;;
2094;23/09/1983;;;;;;;
2095;23/09/1983;;;;;;;
2096;21/05/1983;;;;;;;
2097;23/09/1983;;;;;;;
2098;21/03/1984;;;;;;;
2099;21/05/1983;;;;;;;
2100;21/05/1983;;;;;;;
2101;21/05/1983;;;;;;;
2102;23/09/1983;;;;;;;
2103;21/05/1983;;;;;;;
2104;23/09/1983;;;;;;;
2105;21/05/1983;;;;;;;
2106;21/05/1983;;;;;;;
2107;23/09/1983;;;;;;;
2108;23/09/1983;;;;;;;
2109;23/09/1983;;;;;;;
2110;23/09/1983;;;;;;;
2111;21/05/1983;;;;;;;
2112;21/05/1983;;;;;;;
2113;21/05/1983;;;;;;;
2114;22/07/1984;;;;;;;
2115;23/05/1985;;;;;;;
2116;22/07/1984;;;;;;;
2117;22/07/1984;;;;;;;
2118;22/07/1984;;;;;;;
2119;22/07/1984;;;;;;;
2120;22/07/1984;;;;;;;
2121;22/07/1984;;;;;;;
2122;22/07/1984;;;;;;;
2123;24/11/1984;;;;;;;
2124;23/05/1985;;;;;;;
2125;22/07/1984;;;;;;;
2126;22/07/1984;;;;;;;
2127;24/11/1984;;;;;;;
2128;22/07/1984;;;;;;;
2129;22/07/1984;;;;;;;
2130;24/11/1984;;;;;;;
2131;22/07/1984;;;;;;;
2132;24/11/1984;;;;;;;
2133;24/11/1984;;;;;;;
2134;24/11/1984;;;;;;;
2135;24/11/1984;;;;;;;
2136;24/11/1984;;;;;;;
2137;22/07/1984;;;;;;;
2138;22/07/1984;;;;;;;
2139;24/11/1984;;;;;;;
2140;24/11/1984;;;;;;;
2141;22/07/1984;;;;;;;
2142;22/07/1984;;;;;;;
2143;22/07/1984;;;;;;;
2144;22/07/1984;;;;;;;
2145;23/05/1985;;;;;;;
2146;24/11/1984;;;;;;;
2147;22/07/1984;;;;;;;
2148;23/05/1985;;;;;;;
2149;23/05/1985;;;;;;;
2150;22/07/1984;;;;;;;
2151;22/07/1984;;;;;;;
2152;22/07/1984;;;;;;;
2153;24/11/1984;;;;;;;
2154;24/11/1984;;;;;;;
2155;24/11/1984;;;;;;;
2156;24/11/1984;;;;;;;
2157;24/11/1984;;;;;;;
2158;22/07/1984;;;;;;;
2159;22/07/1984;;;;;;;
2160;22/07/1984;;;;;;;
2161;22/07/1984;;;;;;;
2162;22/07/1984;;;;;;;
2163;22/07/1984;;;;;;;
2164;22/07/1984;;;;;;;
2165;22/07/1984;;;;;;;
2166;24/11/1984;;;;;;;
2167;24/11/1984;;;;;;;
2168;22/07/1984;;;;;;;
2169;22/07/1984;;;;;;;
2170;24/11/1984;;;;;;;
2171;24/11/1984;;;;;;;
2172;24/11/1984;;;;;;;
2173;24/11/1984;;;;;;;
2174;24/11/1984;;;;;;;
2175;23/05/1985;;;;;;;
2176;24/11/1984;;;;;;;
2177;22/07/1984;;;;;;;
2178;22/07/1984;;;;;;;
2179;22/07/1984;;;;;;;
2180;22/07/1984;;;;;;;
2181;22/07/1984;;;;;;;
2182;22/07/1984;;;;;;;
2183;24/11/1984;;;;;;;
2184;24/11/1984;;;;;;;
2185;22/07/1984;;;;;;;
2186;22/07/1984;;;;;;;
2187;24/11/1984;;;;;;;
2188;24/11/1984;;;;;;;
2189;24/11/1984;;;;;;;
2190;24/11/1984;;;;;;;
2191;22/07/1984;;;;;;;
2192;22/07/1984;;;;;;;
2193;22/07/1984;;;;;;;
2194;22/07/1984;;;;;;;
2195;22/07/1984;;;;;;;
2196;22/07/1984;;;;;;;
2197;24/11/1984;;;;;;;
2198;22/07/1984;;;;;;;
2199;22/07/1984;;;;;;;
2200;24/11/1984;;;;;;;
2201;22/07/1984;;;;;;;
2202;22/07/1984;;;;;;;
2203;22/07/1984;;;;;;;
2204;22/07/1984;;;;;;;
2205;22/07/1984;;;;;;;
2206;22/07/1984;;;;;;;
2207;22/07/1984;;;;;;;
2208;22/07/1984;;;;;;;
2209;22/07/1984;;;;;;;
2210;22/07/1984;;;;;;;
2211;30/12/1985;;;;;;;
2212;28/06/1986;;;;;;;
2213;28/06/1986;;;;;;;
2214;27/08/1985;;;;;;;
2215;30/12/1985;;;;;;;
2216;28/06/1986;;;;;;;
2217;30/12/1985;;;;;;;
2218;28/06/1986;;;;;;;
2219;30/12/1985;;;;;;;
2220;30/12/1985;;;;;;;
2221;27/08/1985;;;;;;;
2222;02/12/1986;;;;;;;
2223;27/08/1985;;;;;;;
2224;28/06/1986;;;;;;;
2225;28/06/1986;;;;;;;
2226;30/12/1985;;;;;;;
2227;27/08/1985;;;;;;;
2228;30/12/1985;;;;;;;
2229;28/06/1986;;;;;;;
2230;30/12/1985;;;;;;;
2231;28/06/1986;;;;;;;
2232;30/12/1985;;;;;;;
2233;30/12/1985;;;;;;;
2234;28/06/1986;;;;;;;
2235;30/12/1985;;;;;;;
2236;28/06/1986;;;;;;;
2237;30/12/1985;;;;;;;
2238;27/08/1985;;;;;;;
2239;27/08/1985;;;;;;;
2240;30/12/1985;;;;;;;
2241;30/12/1985;;;;;;;
2242;28/06/1986;;;;;;;
2243;27/08/1985;;;;;;;
2244;28/06/1986;;;;;;;
2245;30/12/1985;;;;;;;
2246;28/06/1986;;;;;;;
2247;28/06/1986;;;;;;;
2248;28/06/1986;;;;;;;
2249;27/08/1985;;;;;;;
2250;28/06/1986;;;;;;;
2251;28/06/1986;;;;;;;
2252;30/12/1985;;;;;;;
2253;28/06/1986;;;;;;;
2254;27/08/1985;;;;;;;
2255;28/06/1986;;;;;;;
2256;28/06/1986;;;;;;;
2257;30/12/1985;;;;;;;
2258;30/12/1985;;;;;;;
2259;28/06/1986;;;;;;;
2260;28/06/1986;;;;;;;
2261;28/06/1986;;;;;;;
2262;30/12/1985;;;;;;;
2263;28/06/1986;;;;;;;
2264;28/06/1986;;;;;;;
2265;27/08/1986;;;;;;;
2266;30/12/1985;;;;;;;
2267;28/06/1986;;;;;;;
2268;30/12/1985;;;;;;;
2269;28/06/1986;;;;;;;
2270;27/08/1985;;;;;;;
2271;28/06/1986;;;;;;;
2272;30/12/1985;;;;;;;
2273;28/06/1986;;;;;;;
2274;28/06/1986;;;;;;;
2275;27/08/1985;;;;;;;
2276;28/06/1986;;;;;;;
2277;30/12/1985;;;;;;;
2278;28/06/1986;;;;;;;
2279;30/12/1985;;;;;;;
2280;28/06/1986;;;;;;;
2281;28/06/1986;;;;;;;
2282;28/06/1986;;;;;;;
2283;28/06/1986;;;;;;;
2284;27/08/1985;;;;;;;
2285;27/08/1985;;;;;;;
2286;27/08/1985;;;;;;;
2287;27/08/1985;;;;;;;
2288;30/12/1985;;;;;;;
2289;27/08/1985;;;;;;;
2290;27/08/1985;;;;;;;
2291;30/12/1985;;;;;;;
2292;30/12/1985;;;;;;;
2293;30/12/1985;;;;;;;
2294;28/06/1986;;;;;;;
2295;28/06/1986;;;;;;;
2296;30/12/1985;;;;;;;
2297;30/12/1985;;;;;;;
2298;30/12/1985;;;;;;;
2299;30/12/1985;;;;;;;
2300;28/06/1986;;;;;;;
2301;30/12/1985;;;;;;;
2302;30/12/1985;;;;;;;
2303;30/12/1985;;;;;;;
2304;30/12/1985;;;;;;;
2305;30/12/1985;;;;;;;
2306;30/12/1985;;;;;;;
2307;28/06/1986;;;;;;;
2308;28/06/1986;;;;;;;
2309;30/12/1985;;;;;;;
2310;30/12/1985;;;;;;;
2311;27/08/1985;;;;;;;
2312;27/08/1985;;;;;;;
2313;27/08/1985;;;;;;;
2314;30/12/1985;;;;;;;
2315;30/12/1985;;;;;;;
2316;27/08/1985;;;;;;;
2317;27/08/1985;;;;;;;
2318;13/09/1988;;;;;;;
2319;13/09/1988;;;;;;;
2320;31/05/1987;;;;;;;
2321;30/07/1986;;;;;;;
2322;30/07/1986;;;;;;;
2323;02/12/1986;;;;;;;
2324;02/12/1986;;;;;;;
2325;02/12/1986;;;;;;;
2326;31/05/1987;;;;;;;
2327;31/05/1987;;;;;;;
2328;31/05/1987;;;;;;;
2329;31/05/1987;;;;;;;
2330;30/07/1986;;;;;;;
2331;31/05/1987;;;;;;;
2332;31/05/1987;;;;;;;
2333;30/07/1986;;;;;;;
2334;31/05/1987;;;;;;;
2335;31/05/1987;;;;;;;
2336;02/12/1986;;;;;;;
2337;31/05/1987;;;;;;;
2338;31/05/1987;;;;;;;
2339;31/05/1987;;;;;;;
2340;31/05/1987;;;;;;;
2341;30/07/1986;;;;;;;
2342;02/12/1986;;;;;;;
2343;30/07/1986;;;;;;;
2344;31/05/1987;;;;;;;
2345;31/05/1987;;;;;;;
2346;31/05/1987;;;;;;;
2347;31/05/1987;;;;;;;
2348;31/05/1987;;;;;;;
2349;31/05/1987;;;;;;;
2350;31/05/1987;;;;;;;
2351;31/05/1987;;;;;;;
2352;30/07/1987;;;;;;;
2353;30/07/1987;;;;;;;
2354;31/05/1987;;;;;;;
2355;30/07/1987;;;;;;;
2356;31/05/1987;;;;;;;
2357;31/05/1987;;;;;;;
2358;31/05/1987;;;;;;;
2359;31/05/1987;;;;;;;
2360;23/03/1988;;;;;;;
2361;02/12/1986;;;;;;;
2362;30/07/1987;;;;;;;
2363;30/07/1987;;;;;;;
2364;31/05/1987;;;;;;;
2365;02/12/1986;;;;;;;
2366;31/05/1987;;;;;;;
2367;30/07/1987;;;;;;;
2368;31/05/1987;;;;;;;
2369;31/05/1987;;;;;;;
2370;31/05/1987;;;;;;;
2371;31/05/1987;;;;;;;
2372;30/07/1987;;;;;;;
2373;31/05/1987;;;;;;;
2374;31/05/1987;;;;;;;
2375;31/05/1987;;;;;;;
2376;30/07/1986;;;;;;;
2377;31/05/1987;;;;;;;
2378;31/05/1987;;;;;;;
2379;31/05/1987;;;;;;;
2380;30/07/1986;;;;;;;
2381;31/05/1987;;;;;;;
2382;31/05/1987;;;;;;;
2383;31/05/1987;;;;;;;
2384;31/05/1987;;;;;;;
2385;31/05/1987;;;;;;;
2386;31/05/1987;;;;;;;
2387;31/05/1987;;;;;;;
2388;31/05/1987;;;;;;;
2389;31/05/1987;;;;;;;
2390;31/05/1987;;;;;;;
2391;31/05/1987;;;;;;;
2392;23/03/1988;;;;;;;
2393;31/05/1987;;;;;;;
2394;31/05/1987;;;;;;;
2395;31/05/1987;;;;;;;
2396;30/07/1987;;;;;;;
2397;31/05/1987;;;;;;;
2398;31/05/1987;;;;;;;
2399;31/05/1987;;;;;;;
2400;31/05/1987;;;;;;;
2401;31/05/1987;;;;;;;
2402;31/05/1987;;;;;;;
2403;31/05/1987;;;;;;;
2404;31/05/1987;;;;;;;
2405;31/05/1987;;;;;;;
2406;31/05/1987;;;;;;;
2407;31/05/1987;;;;;;;
2408;30/07/1986;;;;;;;
2409;30/07/1986;;;;;;;
2410;31/05/1987;;;;;;;
2411;31/05/1987;;;;;;;
2412;31/05/1987;;;;;;;
2413;31/05/1987;;;;;;;
2414;31/05/1987;;;;;;;
2415;30/07/1987;;;;;;;
2416;31/05/1987;;;;;;;
2417;31/05/1987;;;;;;;
2418;31/05/1987;;;;;;;
2419;31/05/1987;;;;;;;
2420;31/05/1987;;;;;;;
2421;31/05/1987;;;;;;;
2422;30/07/1986;;;;;;;
2423;30/07/1986;;;;;;;
2424;23/03/1988;;;;;;;
2425;19/11/1987;;;;;;;
2426;19/11/1987;;;;;;;
2427;19/09/1988;;;;;;;
2428;19/09/1988;;;;;;;
2429;19/09/1988;;;;;;;
2430;19/09/1988;;;;;;;
2431;19/09/1988;;;;;;;
2432;19/09/1988;;;;;;;
2433;19/09/1988;;;;;;;
2434;19/09/1988;;;;;;;
2435;19/09/1988;;;;;;;
2436;19/09/1988;;;;;;;
2437;19/09/1988;;;;;;;
2438;19/09/1988;;;;;;;
2439;19/09/1988;;;;;;;
2440;19/09/1988;;;;;;;
2441;19/11/1987;;;;;;;
2442;19/09/1988;;;;;;;
2443;19/11/1987;;;;;;;
2444;19/09/1988;;;;;;;
2445;18/11/1988;;;;;;;
2446;19/09/1988;;;;;;;
2447;19/09/1988;;;;;;;
2448;19/09/1988;;;;;;;
2449;19/09/1988;;;;;;;
2450;19/09/1988;;;;;;;
2451;23/03/1988;;;;;;;
2452;19/09/1988;;;;;;;
2453;19/09/1988;;;;;;;
2454;19/09/1988;;;;;;;
2455;19/09/1988;;;;;;;
2456;19/09/1988;;;;;;;
2457;19/11/1987;;;;;;;
2458;19/09/1988;;;;;;;
2459;19/09/1988;;;;;;;
2460;19/09/1988;;;;;;;
2461;19/09/1988;;;;;;;
2462;19/09/1988;;;;;;;
2463;19/09/1988;;;;;;;
2464;19/09/1988;;;;;;;
2465;19/09/1988;;;;;;;
2466;19/09/1988;;;;;;;
2467;19/09/1988;;;;;;;
2468;19/09/1988;;;;;;;
2469;19/09/1988;;;;;;;
2470;19/11/1987;;;;;;;
2471;19/11/1987;;;;;;;
2472;19/11/1987;;;;;;;
2473;19/11/1987;;;;;;;
2474;19/11/1987;;;;;;;
2475;19/09/1988;;;;;;;
2476;15/07/1989;;;;;;;
2477;15/07/1989;;;;;;;
2478;13/09/1988;;;;;;;
2479;15/07/1989;;;;;;;
2480;15/07/1989;;;;;;;
2481;13/09/1988;;;;;;;
2482;13/09/1988;;;;;;;
2483;15/07/1989;;;;;;;
2484;16/01/1989;;;;;;;
2485;15/07/1989;;;;;;;
2486;16/01/1989;;;;;;;
2487;15/07/1989;;;;;;;
2488;15/07/1989;;;;;;;
2489;15/07/1989;;;;;;;
2490;15/07/1989;;;;;;;
2491;16/01/1989;;;;;;;
2492;15/07/1989;;;;;;;
2493;13/09/1989;;;;;;;
2494;15/07/1989;;;;;;;
2495;13/09/1988;;;;;;;
2496;15/07/1989;;;;;;;
2497;16/01/1989;;;;;;;
2498;15/07/1989;;;;;;;
2499;15/07/1989;;;;;;;
2500;15/07/1989;;;;;;;
2501;13/09/1988;;;;;;;
2502;13/09/1988;;;;;;;
2503;16/01/1989;;;;;;;
2504;13/09/1989;;;;;;;
2505;15/07/1989;;;;;;;
2506;15/07/1989;;;;;;;
2507;13/09/1988;;;;;;;
2508;13/09/1988;;;;;;;
2509;16/01/1989;;;;;;;
2510;16/01/1989;;;;;;;
2511;15/07/1989;;;;;;;
2512;15/07/1989;;;;;;;
2513;15/07/1989;;;;;;;
2514;13/09/1988;;;;;;;
2515;13/09/1988;;;;;;;
2516;16/01/1989;;;;;;;
2517;15/07/1989;;;;;;;
2518;15/07/1989;;;;;;;
2519;15/07/1989;;;;;;;
2520;16/01/1989;;;;;;;
2521;16/01/1989;;;;;;;
2522;13/09/1988;;;;;;;
2523;13/09/1988;;;;;;;
2524;13/09/1988;;;;;;;
2525;15/07/1989;;;;;;;
2526;15/07/1989;;;;;;;
2527;16/01/1989;;;;;;;
2528;15/07/1989;;;;;;;
2529;15/07/1989;;;;;;;
2530;19/03/1990;;;;;;;
2531;18/05/1989;;;;;;;
2532;20/09/1989;;;;;;;
2533;19/03/1990;;;;;;;
2534;18/05/1989;;;;;;;
2535;19/03/1990;;;;;;;
2536;19/03/1990;;;;;;;
2537;18/05/1989;;;;;;;
2538;18/05/1989;;;;;;;
2539;18/05/1989;;;;;;;
2540;19/03/1990;;;;;;;
2541;18/05/1989;;;;;;;
2542;19/03/1990;;;;;;;
2543;20/09/1989;;;;;;;
2544;20/09/1989;;;;;;;
2545;19/03/1990;;;;;;;
2546;18/05/1989;;;;;;;
2547;20/09/1989;;;;;;;
2548;18/05/1989;;;;;;;
2549;18/05/1989;;;;;;;
2550;18/05/1989;;;;;;;
2551;18/05/1989;;;;;;;
2552;19/03/1990;;;;;;;
2553;19/03/1990;;;;;;;
2554;20/09/1989;;;;;;;
2555;20/09/1989;;;;;;;
2556;19/03/1990;;;;;;;
2557;18/05/1989;;;;;;;
2558;20/09/1989;;;;;;;
2559;19/03/1990;;;;;;;
2560;18/05/1989;;;;;;;
