"","BirdID","chickyear","ars","NestID","sex"
"1285",5224,"2008",0,NA,0
"2147",5224,"2009",0,NA,0
"4124",5224,"2011",0,NA,0
"595",5224,"2012",0,NA,0
"698",5224,"2013",0,NA,0
"772",5224,"2014",0,NA,0
"1284",5217,"2008",0,NA,0
"2146",5217,"2009",0,NA,0
"594",5217,"2012",0,NA,0
"697",5217,"2013",0,NA,0
"878",5217,"2015",0,NA,0
"1283",5212,"2008",0,NA,0
"2145",5212,"2009",0,NA,0
"3111",5212,"2010",0,NA,0
"4123",5212,"2011",0,NA,0
"696",5212,"2013",0,NA,0
"966",5212,"2016",0,NA,0
"1060",5212,"2017",0,NA,0
"11117",5212,"2018",0,NA,0
"1282",5195,"2008",0,NA,0
"2144",5195,"2009",0,NA,0
"3110",5195,"2010",0,NA,0
"593",5195,"2012",0,NA,0
"695",5195,"2013",0,NA,0
"877",5195,"2015",0,NA,0
"1281",5173,"2008",0,NA,0
"2143",5173,"2009",0,NA,0
"3109",5173,"2010",0,NA,0
"4122",5173,"2011",0,NA,0
"592",5173,"2012",0,NA,0
"694",5173,"2013",0,NA,0
"965",5173,"2016",0,NA,0
"1059",5173,"2017",0,NA,0
"11116",5173,"2018",0,NA,0
"1280",5168,"2008",0,NA,0
"2142",5168,"2009",0,NA,0
"1279",5164,"2008",0,NA,0
"2141",5164,"2009",0,NA,0
"3108",5164,"2010",0,NA,0
"591",5164,"2012",0,NA,0
"1278",5163,"2008",0,NA,0
"4121",5163,"2011",0,NA,0
"693",5163,"2013",0,NA,0
"1277",5147,"2007",0,NA,0
"2140",5147,"2008",0,NA,0
"4120",5147,"2010",0,NA,0
"1276",5132,"2007",0,NA,0
"2139",5132,"2008",0,NA,0
"3107",5132,"2009",0,NA,0
"4119",5132,"2010",0,NA,0
"692",5132,"2012",0,NA,0
"771",5132,"2013",0,NA,0
"1058",5132,"2016",0,NA,0
"11115",5132,"2017",0,NA,0
"1275",5128,"2007",0,NA,0
"2138",5128,"2008",0,NA,0
"3106",5128,"2009",0,NA,0
"4118",5128,"2010",0,NA,0
"770",5128,"2013",0,NA,0
"964",5128,"2015",0,NA,0
"1057",5128,"2016",0,NA,0
"11114",5128,"2017",0,NA,0
"1335",5128,"2019",0,NA,0
"1274",5125,"2007",0,NA,0
"2137",5125,"2008",0,NA,0
"3105",5125,"2009",0,NA,0
"4117",5125,"2010",0,NA,0
"590",5125,"2011",0,NA,0
"769",5125,"2013",0,NA,0
"876",5125,"2014",0,NA,0
"1273",5123,"2007",0,NA,0
"2136",5123,"2008",0,NA,0
"589",5123,"2011",0,NA,0
"768",5123,"2013",0,NA,0
"1272",5119,"2007",0,NA,0
"2135",5119,"2008",0,NA,0
"3104",5119,"2009",0,NA,0
"4116",5119,"2010",0,NA,0
"1271",5079,"2007",0,NA,0
"3103",5079,"2009",0,NA,0
"1270",5075,"2007",0,NA,0
"2134",5075,"2008",0,NA,0
"4115",5075,"2010",0,NA,0
"691",5075,"2012",0,NA,0
"767",5075,"2013",0,NA,0
"875",5075,"2014",0,NA,0
"1056",5075,"2016",0,NA,0
"1334",5075,"2019",0,NA,0
"1269",5009,"2007",0,NA,0
"2133",5009,"2008",0,NA,0
"3102",5009,"2009",0,NA,0
"4114",5009,"2010",0,NA,0
"588",5009,"2011",0,NA,0
"690",5009,"2012",0,NA,0
"766",5009,"2013",0,NA,0
"874",5009,"2014",0,NA,0
"963",5009,"2015",0,NA,0
"1055",5009,"2016",0,NA,0
"11113",5009,"2017",0,NA,0
"1333",5009,"2019",0,NA,0
"1429",5009,"2020",0,NA,0
"15",5009,"2021",0,NA,0
"16",5009,"2022",0,NA,0
"1268",4999,"2007",0,NA,0
"2132",4999,"2008",0,NA,0
"3101",4999,"2009",0,NA,0
"4113",4999,"2010",0,NA,0
"689",4999,"2012",0,NA,0
"765",4999,"2013",0,NA,0
"873",4999,"2014",0,NA,0
"962",4999,"2015",0,NA,0
"1267",4973,"2007",0,NA,0
"2131",4973,"2008",0,NA,0
"688",4973,"2012",0,NA,0
"764",4973,"2013",0,NA,0
"872",4973,"2014",0,NA,0
"961",4973,"2015",0,NA,0
"1266",4971,"2007",0,NA,0
"2130",4971,"2008",0,NA,0
"3100",4971,"2009",0,NA,0
"4112",4971,"2010",0,NA,0
"687",4971,"2012",0,NA,0
"763",4971,"2013",0,NA,0
"871",4971,"2014",0,NA,0
"1265",4965,"2007",0,NA,0
"686",4965,"2012",0,NA,0
"960",4965,"2015",0,NA,0
"1054",4965,"2016",0,NA,0
"1292",4965,"2018",0,NA,0
"1332",4965,"2019",0,NA,0
"1428",4965,"2020",0,NA,0
"1263",4964,"2007",0,NA,0
"2129",4964,"2008",0,NA,0
"1262",4961,"2007",0,NA,0
"2128",4961,"2008",0,NA,0
"4111",4961,"2010",0,NA,0
"1261",4960,"2007",0,NA,0
"2127",4960,"2008",0,NA,0
"4110",4960,"2010",0,NA,0
"1260",4958,"2007",0,NA,0
"2126",4958,"2008",0,NA,0
"959",4958,"2015",0,NA,0
"11112",4958,"2017",0,NA,0
"1427",4958,"2020",0,NA,0
"1524",4958,"2021",0,NA,0
"1259",4941,"2007",0,NA,0
"2125",4941,"2008",0,NA,0
"4109",4941,"2010",0,NA,0
"587",4941,"2011",0,NA,0
"685",4941,"2012",0,NA,0
"762",4941,"2013",0,NA,0
"870",4941,"2014",0,NA,0
"958",4941,"2015",0,NA,0
"1258",4936,"2006",0,NA,0
"2124",4936,"2007",0,NA,0
"399",4936,"2008",0,NA,0
"684",4936,"2011",0,NA,0
"1257",4935,"2006",0,NA,0
"2123",4935,"2007",0,NA,0
"398",4935,"2008",0,NA,0
"586",4935,"2010",0,NA,0
"1256",4917,"2006",0,NA,0
"2122",4917,"2007",0,NA,0
"397",4917,"2008",0,NA,0
"4108",4917,"2009",0,NA,0
"761",4917,"2012",0,NA,0
"869",4917,"2013",0,NA,0
"957",4917,"2014",0,NA,0
"1053",4917,"2015",0,NA,0
"11111",4917,"2016",0,NA,0
"1264",4917,"2017",0,NA,0
"1331",4917,"2018",0,NA,0
"1254",4904,"2006",0,NA,0
"2121",4904,"2007",0,NA,0
"396",4904,"2008",0,NA,0
"4107",4904,"2009",0,NA,0
"585",4904,"2010",0,NA,0
"683",4904,"2011",0,NA,0
"868",4904,"2013",0,NA,0
"1052",4904,"2015",0,NA,0
"1253",4896,"2006",0,NA,0
"2120",4896,"2007",0,NA,0
"682",4896,"2011",0,NA,0
"760",4896,"2012",0,NA,0
"11110",4896,"2016",0,NA,0
"1255",4896,"2017",0,NA,0
"1251",4885,"2006",0,NA,0
"2119",4885,"2007",0,NA,0
"395",4885,"2008",0,NA,0
"4106",4885,"2009",0,NA,0
"584",4885,"2010",0,NA,0
"681",4885,"2011",0,NA,0
"867",4885,"2013",0,NA,0
"956",4885,"2014",0,NA,0
"1051",4885,"2015",0,NA,0
"11109",4885,"2016",0,NA,0
"1252",4885,"2017",0,NA,0
"1330",4885,"2018",0,NA,0
"1426",4885,"2019",0,NA,0
"1523",4885,"2020",0,NA,0
"1617",4885,"2021",0,NA,0
"17",4885,"2022",0,NA,0
"1249",4883,"2006",0,NA,0
"2118",4883,"2007",0,NA,0
"394",4883,"2008",0,NA,0
"583",4883,"2010",0,NA,0
"680",4883,"2011",0,NA,0
"759",4883,"2012",0,NA,0
"866",4883,"2013",0,NA,0
"955",4883,"2014",0,NA,0
"1248",4868,"2006",0,NA,0
"2117",4868,"2007",0,NA,0
"393",4868,"2008",0,NA,0
"582",4868,"2010",0,NA,0
"1247",4863,"2006",0,NA,0
"2116",4863,"2007",0,NA,0
"392",4863,"2008",0,NA,0
"4105",4863,"2009",0,NA,0
"1246",4861,"2006",0,NA,0
"2115",4861,"2007",0,NA,0
"391",4861,"2008",0,NA,0
"4104",4861,"2009",0,NA,0
"581",4861,"2010",0,NA,0
"679",4861,"2011",0,NA,0
"758",4861,"2012",0,NA,0
"865",4861,"2013",0,NA,0
"1050",4861,"2015",0,NA,0
"11108",4861,"2016",0,NA,0
"1329",4861,"2018",0,NA,0
"1425",4861,"2019",0,NA,0
"1522",4861,"2020",0,NA,0
"1245",4803,"2006",0,NA,0
"2114",4803,"2007",0,NA,0
"390",4803,"2008",0,NA,0
"4103",4803,"2009",0,NA,0
"580",4803,"2010",0,NA,0
"678",4803,"2011",0,NA,0
"864",4803,"2013",0,NA,0
"954",4803,"2014",0,NA,0
"1244",3699,"2005",0,NA,0
"2113",3699,"2006",0,NA,0
"389",3699,"2007",0,NA,0
"579",3699,"2009",0,NA,0
"677",3699,"2010",0,NA,0
"757",3699,"2011",0,NA,0
"863",3699,"2012",0,NA,0
"1049",3699,"2014",0,NA,0
"11107",3699,"2015",0,NA,0
"1250",3699,"2016",0,NA,0
"1328",3699,"2017",0,NA,0
"1424",3699,"2018",0,NA,0
"1242",3698,"2005",0,NA,0
"676",3698,"2010",0,NA,0
"756",3698,"2011",0,NA,0
"862",3698,"2012",0,NA,0
"953",3698,"2013",0,NA,0
"11106",3698,"2015",0,NA,0
"1243",3698,"2016",0,NA,0
"1327",3698,"2017",0,NA,0
"1423",3698,"2018",0,NA,0
"1240",3695,"2005",0,NA,0
"2112",3695,"2006",0,NA,0
"388",3695,"2007",0,NA,0
"4102",3695,"2008",0,NA,0
"1239",3648,"2005",0,NA,0
"1209",3641,"2005",0,NA,0
"2111",3641,"2006",0,NA,0
"387",3641,"2007",0,NA,0
"578",3641,"2009",0,NA,0
"1208",3616,"2005",0,NA,0
"2109",3616,"2006",0,NA,0
"386",3616,"2007",0,NA,0
"577",3616,"2009",0,NA,0
"1207",3608,"2005",0,NA,0
"2108",3608,"2006",0,NA,0
"675",3608,"2010",0,NA,0
"861",3608,"2012",0,NA,0
"952",3608,"2013",0,NA,0
"11105",3608,"2015",0,NA,0
"1206",3606,"2005",0,NA,0
"2107",3606,"2006",0,NA,0
"385",3606,"2007",0,NA,0
"674",3606,"2010",0,NA,0
"860",3606,"2012",0,NA,0
"1048",3606,"2014",0,NA,0
"1205",3604,"2005",0,NA,0
"2106",3604,"2006",0,NA,0
"384",3604,"2007",0,NA,0
"4101",3604,"2008",0,NA,0
"673",3604,"2010",0,NA,0
"859",3604,"2012",0,NA,0
"1204",3596,"2005",0,NA,0
"2105",3596,"2006",0,NA,0
"383",3596,"2007",0,NA,0
"755",3596,"2011",0,NA,0
"951",3596,"2013",0,NA,0
"1047",3596,"2014",0,NA,0
"11104",3596,"2015",0,NA,0
"1241",3596,"2016",0,NA,0
"1326",3596,"2017",0,NA,0
"1422",3596,"2018",0,NA,0
"1521",3596,"2019",0,NA,0
"1203",3595,"2005",0,NA,0
"2104",3595,"2006",0,NA,0
"4100",3595,"2008",0,NA,0
"576",3595,"2009",0,NA,0
"754",3595,"2011",0,NA,0
"11103",3595,"2015",0,NA,0
"1238",3595,"2016",0,NA,0
"1421",3595,"2018",0,NA,0
"1520",3595,"2019",0,NA,0
"1202",3594,"2005",0,NA,0
"2103",3594,"2006",0,NA,0
"382",3594,"2007",0,NA,0
"499",3594,"2008",0,NA,0
"672",3594,"2010",0,NA,0
"753",3594,"2011",0,NA,0
"858",3594,"2012",0,NA,0
"950",3594,"2013",0,NA,0
"1046",3594,"2014",0,NA,0
"11102",3594,"2015",0,NA,0
"1237",3594,"2016",0,NA,0
"1325",3594,"2017",0,NA,0
"1201",3590,"2005",0,NA,0
"2102",3590,"2006",0,NA,0
"381",3590,"2007",0,NA,0
"498",3590,"2008",0,NA,0
"671",3590,"2010",0,NA,0
"1200",3574,"2005",0,NA,0
"2101",3574,"2006",0,NA,0
"380",3574,"2007",0,NA,0
"670",3574,"2010",0,NA,0
"857",3574,"2012",0,NA,0
"949",3574,"2013",0,NA,0
"11101",3574,"2015",0,NA,0
"1236",3574,"2016",0,NA,0
"1199",3567,"2005",0,NA,0
"497",3567,"2008",0,NA,0
"856",3567,"2012",0,NA,0
"11100",3567,"2015",0,NA,0
"1197",3518,"2005",0,NA,0
"2100",3518,"2006",0,NA,0
"496",3518,"2008",0,NA,0
"752",3518,"2011",0,NA,0
"855",3518,"2012",0,NA,0
"1045",3518,"2014",0,NA,0
"1196",3517,"2005",0,NA,0
"379",3517,"2007",0,NA,0
"575",3517,"2009",0,NA,0
"854",3517,"2012",0,NA,0
"1195",3516,"2005",0,NA,0
"299",3516,"2006",0,NA,0
"378",3516,"2007",0,NA,0
"495",3516,"2008",0,NA,0
"574",3516,"2009",0,NA,0
"1194",3507,"2005",0,NA,0
"377",3507,"2007",0,NA,0
"494",3507,"2008",0,NA,0
"573",3507,"2009",0,NA,0
"669",3507,"2010",0,NA,0
"751",3507,"2011",0,NA,0
"853",3507,"2012",0,NA,0
"948",3507,"2013",0,NA,0
"1193",3505,"2005",0,NA,0
"572",3505,"2009",0,NA,0
"1192",3500,"2005",0,NA,0
"493",3500,"2008",0,NA,0
"571",3500,"2009",0,NA,0
"1191",3497,"2005",0,NA,0
"298",3497,"2006",0,NA,0
"492",3497,"2008",0,NA,0
"570",3497,"2009",0,NA,0
"668",3497,"2010",0,NA,0
"750",3497,"2011",0,NA,0
"852",3497,"2012",0,NA,0
"1044",3497,"2014",0,NA,0
"1198",3497,"2015",0,NA,0
"1235",3497,"2016",0,NA,0
"1324",3497,"2017",0,NA,0
"1420",3497,"2018",0,NA,0
"1519",3497,"2019",0,NA,0
"1189",3491,"2005",0,NA,0
"297",3491,"2006",0,NA,0
"376",3491,"2007",0,NA,0
"569",3491,"2009",0,NA,0
"667",3491,"2010",0,NA,0
"947",3491,"2013",0,NA,0
"1190",3491,"2015",0,NA,0
"1187",3490,"2005",0,NA,0
"375",3490,"2007",0,NA,0
"491",3490,"2008",0,NA,0
"666",3490,"2010",0,NA,0
"851",3490,"2012",0,NA,0
"946",3490,"2013",0,NA,0
"1043",3490,"2014",0,NA,0
"1188",3490,"2015",0,NA,0
"1234",3490,"2016",0,NA,0
"1323",3490,"2017",0,NA,0
"1419",3490,"2018",0,NA,0
"1185",3487,"2004",0,NA,0
"490",3487,"2007",0,NA,0
"568",3487,"2008",0,NA,0
"1184",3462,"2005",0,NA,0
"296",3462,"2006",0,NA,0
"374",3462,"2007",0,NA,0
"567",3462,"2009",0,NA,0
"850",3462,"2012",0,NA,0
"1042",3462,"2014",0,NA,0
"1186",3462,"2015",0,NA,0
"1322",3462,"2017",0,NA,0
"1418",3462,"2018",0,NA,0
"1518",3462,"2019",0,NA,0
"1616",3462,"2020",0,NA,0
"1714",3462,"2021",0,NA,0
"1182",3453,"2005",0,NA,0
"373",3453,"2007",0,NA,0
"749",3453,"2011",0,NA,0
"849",3453,"2012",0,NA,0
"945",3453,"2013",0,NA,0
"1181",3451,"2005",0,NA,0
"295",3451,"2006",0,NA,0
"372",3451,"2007",0,NA,0
"665",3451,"2010",0,NA,0
"848",3451,"2012",0,NA,0
"944",3451,"2013",0,NA,0
"1183",3451,"2015",0,NA,0
"1233",3451,"2016",0,NA,0
"1321",3451,"2017",0,NA,0
"1417",3451,"2018",0,NA,0
"1179",3449,"2005",0,NA,0
"294",3449,"2006",0,NA,0
"371",3449,"2007",0,NA,0
"489",3449,"2008",0,NA,0
"1178",3444,"2005",0,NA,0
"293",3444,"2006",0,NA,0
"370",3444,"2007",0,NA,0
"488",3444,"2008",0,NA,0
"664",3444,"2010",0,NA,0
"1177",3094,"2005",0,NA,0
"748",3094,"2011",0,NA,0
"847",3094,"2012",0,NA,0
"943",3094,"2013",0,NA,0
"1041",3094,"2014",0,NA,0
"1517",3094,"2019",0,NA,0
"292",3090,"2006",0,NA,0
"369",3090,"2007",0,NA,0
"487",3090,"2008",0,NA,0
"1176",3085,"2005",0,NA,0
"291",3085,"2006",0,NA,0
"566",3085,"2009",0,NA,0
"942",3085,"2013",0,NA,0
"1232",3085,"2016",0,NA,0
"1320",3085,"2017",0,NA,0
"1416",3085,"2018",0,NA,0
"290",3022,"2006",0,NA,0
"565",3022,"2009",0,NA,0
"747",3022,"2011",0,NA,0
"846",3022,"2012",0,NA,0
"941",3022,"2013",0,NA,0
"1040",3022,"2014",0,NA,0
"1175",3009,"2004",0,NA,0
"368",3009,"2006",0,NA,0
"486",3003,"2007",0,NA,0
"1174",3002,"2004",0,NA,0
"564",3002,"2008",0,NA,0
"940",3002,"2012",0,NA,0
"1180",3002,"2014",0,NA,0
"289",2987,"2004",0,NA,0
"1172",2985,"2004",0,NA,0
"367",2985,"2006",0,NA,0
"746",2985,"2010",0,NA,0
"1171",2984,"2004",0,NA,0
"366",2984,"2006",0,NA,0
"485",2984,"2007",0,NA,0
"563",2984,"2008",0,NA,0
"663",2984,"2009",0,NA,0
"1170",2982,"2004",0,NA,0
"288",2982,"2005",0,NA,0
"484",2982,"2007",0,NA,0
"562",2982,"2008",0,NA,0
"287",2978,"2005",0,NA,0
"365",2978,"2006",0,NA,0
"483",2978,"2007",0,NA,0
"561",2978,"2008",0,NA,0
"662",2978,"2009",0,NA,0
"845",2978,"2011",0,NA,0
"939",2978,"2012",0,NA,0
"1039",2978,"2013",0,NA,0
"1173",2978,"2014",0,NA,0
"1169",2975,"2004",0,NA,0
"364",2975,"2006",0,NA,0
"1167",2968,"2004",0,NA,0
"482",2968,"2007",0,NA,0
"560",2968,"2008",0,NA,0
"844",2968,"2011",0,NA,0
"938",2968,"2012",0,NA,0
"1038",2968,"2013",0,NA,0
"1166",2963,"2003",0,NA,0
"286",2963,"2004",0,NA,0
"745",2963,"2009",0,NA,0
"1165",2959,"2004",0,NA,0
"285",2959,"2005",0,NA,0
"481",2959,"2007",0,NA,0
"559",2959,"2008",0,NA,0
"661",2959,"2009",0,NA,0
"744",2959,"2010",0,NA,0
"1164",1895,"2003",0,NA,0
"284",1895,"2004",0,NA,0
"558",1895,"2007",0,NA,0
"743",1895,"2009",0,NA,0
"843",1895,"2010",0,NA,0
"283",1893,"2004",0,NA,0
"480",1893,"2002",0,NA,0
"363",1892,"2005",0,NA,0
"479",1892,"2002",0,NA,0
"1163",1891,"2003",0,NA,0
"478",1891,"2002",0,NA,0
"1162",1865,"2003",0,NA,0
"282",1865,"2004",0,NA,0
"362",1865,"2005",0,NA,0
"477",1865,"2006",0,NA,0
"1161",1864,"2003",0,NA,0
"281",1864,"2004",0,NA,0
"476",1864,"2006",0,NA,0
"557",1864,"2007",0,NA,0
"660",1864,"2008",0,NA,0
"842",1864,"2010",0,NA,0
"1168",1864,"2013",0,NA,0
"1231",1864,"2014",0,NA,0
"1159",1857,"2003",0,NA,0
"280",1857,"2004",0,NA,0
"556",1857,"2007",0,NA,0
"659",1857,"2008",0,NA,0
"841",1857,"2010",0,NA,0
"937",1857,"2011",0,NA,0
"1037",1857,"2012",0,NA,0
"1160",1857,"2013",0,NA,0
"1157",1854,"2003",0,NA,0
"1156",1851,"2003",0,NA,0
"279",1851,"2004",0,NA,0
"475",1851,"2006",0,NA,0
"555",1851,"2007",0,NA,0
"658",1851,"2008",0,NA,0
"742",1851,"2009",0,NA,0
"1155",1828,"2003",0,NA,0
"278",1828,"2004",0,NA,0
"474",1828,"2006",0,NA,0
"1154",1827,"2003",0,NA,0
"277",1827,"2004",0,NA,0
"554",1827,"2007",0,NA,0
"657",1827,"2008",0,NA,0
"741",1827,"2009",0,NA,0
"936",1827,"2011",0,NA,0
"1036",1827,"2012",0,NA,0
"1158",1827,"2013",0,NA,0
"1230",1827,"2014",0,NA,0
"1152",1826,"2003",0,NA,0
"276",1826,"2004",0,NA,0
"361",1826,"2005",0,NA,0
"656",1826,"2008",0,NA,0
"1035",1826,"2012",0,NA,0
"1153",1826,"2013",0,NA,0
"1319",1826,"2015",0,NA,0
"1615",1826,"2018",0,NA,0
"1713",1826,"2019",0,NA,0
"18",1826,"2020",0,NA,0
"19",1826,"2021",0,NA,0
"1150",1824,"2003",0,NA,0
"275",1824,"2004",0,NA,0
"553",1824,"2007",0,NA,0
"840",1824,"2010",0,NA,0
"1151",1824,"2013",0,NA,0
"1318",1824,"2015",0,NA,0
"1148",1821,"2003",0,NA,0
"274",1821,"2004",0,NA,0
"552",1821,"2007",0,NA,0
"839",1821,"2010",0,NA,0
"935",1821,"2011",0,NA,0
"1034",1821,"2012",0,NA,0
"1149",1821,"2013",0,NA,0
"1229",1821,"2014",0,NA,0
"1317",1821,"2015",0,NA,0
"1415",1821,"2016",0,NA,0
"1516",1821,"2017",0,NA,0
"1146",1805,"2003",0,NA,0
"273",1805,"2004",0,NA,0
"360",1805,"2005",0,NA,0
"551",1805,"2007",0,NA,0
"655",1805,"2008",0,NA,0
"740",1805,"2009",0,NA,0
"838",1805,"2010",0,NA,0
"1145",1803,"2003",0,NA,0
"272",1803,"2004",0,NA,0
"359",1803,"2005",0,NA,0
"739",1803,"2009",0,NA,0
"934",1803,"2011",0,NA,0
"1033",1803,"2012",0,NA,0
"1147",1803,"2013",0,NA,0
"1228",1803,"2016",0,NA,0
"1143",1800,"2003",0,NA,0
"358",1800,"2005",0,NA,0
"473",1800,"2006",0,NA,0
"1142",1798,"2003",0,NA,0
"271",1798,"2004",0,NA,0
"357",1798,"2005",0,NA,0
"550",1798,"2007",0,NA,0
"654",1798,"2008",0,NA,0
"837",1798,"2010",0,NA,0
"1141",1791,"2003",0,NA,0
"549",1791,"2007",0,NA,0
"653",1791,"2008",0,NA,0
"836",1791,"2010",0,NA,0
"933",1791,"2011",0,NA,0
"1032",1791,"2012",0,NA,0
"1144",1791,"2013",0,NA,0
"1227",1791,"2016",0,NA,0
"1139",1790,"2003",0,NA,0
"270",1790,"2004",0,NA,0
"472",1790,"2006",0,NA,0
"1138",1779,"2003",0,NA,0
"269",1779,"2004",0,NA,0
"548",1779,"2007",0,NA,0
"652",1779,"2008",0,NA,0
"1137",1778,"2003",0,NA,0
"356",1778,"2005",0,NA,0
"547",1778,"2007",0,NA,0
"1136",1776,"2003",0,NA,0
"268",1776,"2004",0,NA,0
"355",1776,"2005",0,NA,0
"471",1776,"2006",0,NA,0
"651",1776,"2008",0,NA,0
"267",1765,"2004",0,NA,0
"354",1765,"2005",0,NA,0
"470",1765,"2006",0,NA,0
"650",1765,"2008",0,NA,0
"835",1765,"2010",0,NA,0
"932",1765,"2011",0,NA,0
"1031",1765,"2012",0,NA,0
"1140",1765,"2013",0,NA,0
"1226",1765,"2016",0,NA,0
"1135",1764,"2003",0,NA,0
"266",1764,"2004",0,NA,0
"1030",1763,"2012",0,NA,0
"1134",1763,"2013",0,NA,0
"1225",1763,"2014",0,NA,0
"469",1760,"2002",0,NA,0
"353",1753,"2005",0,NA,0
"468",1753,"2002",0,NA,0
"649",1753,"2007",0,NA,0
"738",1753,"2008",0,NA,0
"931",1753,"2010",0,NA,0
"1029",1753,"2011",0,NA,0
"1133",1740,"2003",0,NA,0
"467",1740,"2002",0,NA,0
"648",1740,"2007",0,NA,0
"834",1740,"2009",0,NA,0
"352",1735,"2005",0,NA,0
"466",1735,"2002",0,NA,0
"1131",1725,"2003",0,NA,0
"465",1725,"2002",0,NA,0
"1130",1716,"2003",0,NA,0
"265",1716,"2004",0,NA,0
"464",1716,"2002",0,NA,0
"737",1716,"2008",0,NA,0
"833",1716,"2009",0,NA,0
"1224",1716,"2013",0,NA,0
"1414",1716,"2015",0,NA,0
"1515",1716,"2016",0,NA,0
"1614",1716,"2017",0,NA,0
"1129",1705,"2003",0,NA,0
"463",1705,"2002",0,NA,0
"264",1700,"2004",0,NA,0
"351",1700,"2005",0,NA,0
"462",1700,"2002",0,NA,0
"1128",1697,"2003",0,NA,0
"263",1697,"2004",0,NA,0
"461",1697,"2002",0,NA,0
"647",1697,"2007",0,NA,0
"1127",1678,"2003",0,NA,0
"262",1678,"2004",0,NA,0
"460",1678,"2002",0,NA,0
"546",1678,"2006",0,NA,0
"832",1678,"2009",0,NA,0
"930",1678,"2010",0,NA,0
"1028",1678,"2011",0,NA,0
"1132",1678,"2012",0,NA,0
"1316",1678,"2014",0,NA,0
"261",1669,"2004",0,NA,0
"350",1669,"2005",0,NA,0
"459",1669,"2002",0,NA,0
"646",1669,"2007",0,NA,0
"929",1669,"2010",0,NA,0
"1027",1669,"2011",0,NA,0
"1125",1669,"2012",0,NA,0
"1223",1669,"2013",0,NA,0
"1315",1669,"2014",0,NA,0
"1413",1669,"2015",0,NA,0
"1126",1665,"2003",0,NA,0
"458",1665,"2002",0,NA,0
"1123",1617,"2003",0,NA,0
"349",1617,"2005",0,NA,0
"457",1617,"2001",0,NA,0
"545",1617,"2002",0,NA,0
"645",1617,"2006",0,NA,0
"736",1617,"2007",0,NA,0
"831",1617,"2008",0,NA,0
"928",1617,"2009",0,NA,0
"1026",1617,"2010",0,NA,0
"1109",1614,"2003",0,NA,0
"260",1614,"2004",0,NA,0
"456",1614,"2001",0,NA,0
"544",1614,"2002",0,NA,0
"735",1614,"2007",0,NA,0
"830",1614,"2008",0,NA,0
"1108",1612,"2003",0,NA,0
"259",1612,"2001",0,NA,0
"1107",1605,"2003",0,NA,0
"455",1605,"2001",0,NA,0
"927",1605,"2009",0,NA,0
"1222",1605,"2012",0,NA,0
"1412",1605,"2014",0,NA,0
"1514",1605,"2015",0,NA,0
"1106",1598,"2003",0,NA,0
"258",1598,"2004",0,NA,0
"348",1598,"2005",0,NA,0
"454",1598,"2000",0,NA,0
"543",1598,"2001",0,NA,0
"644",1598,"2002",0,NA,0
"829",1598,"2007",0,NA,0
"347",1597,"2005",0,NA,0
"453",1597,"2000",0,NA,0
"542",1597,"2001",0,NA,0
"643",1597,"2002",0,NA,0
"346",1589,"2005",0,NA,0
"452",1589,"2000",0,NA,0
"541",1589,"2001",0,NA,0
"734",1589,"2006",0,NA,0
"926",1589,"2008",0,NA,0
"257",1588,"2004",0,NA,0
"345",1588,"2005",0,NA,0
"451",1588,"2000",0,NA,0
"450",1580,"2000",0,NA,0
"540",1580,"2001",0,NA,0
"733",1580,"2006",0,NA,0
"925",1580,"2008",0,NA,0
"1025",1580,"2009",0,NA,0
"1314",1580,"2012",0,NA,0
"1513",1580,"2014",0,NA,0
"1613",1580,"2015",0,NA,0
"1712",1580,"2016",0,NA,0
"1811",1580,"2017",0,NA,0
"1105",1576,"2003",0,NA,0
"256",1576,"2004",0,NA,0
"449",1576,"2000",0,NA,0
"539",1576,"2001",0,NA,0
"642",1576,"2002",0,NA,0
"732",1576,"2006",0,NA,0
"828",1576,"2007",0,NA,0
"924",1576,"2008",0,NA,0
"1024",1576,"2009",0,NA,0
"1124",1576,"2010",0,NA,0
"1104",1563,"1999",0,NA,0
"255",1563,"2003",0,NA,0
"448",1563,"2005",0,NA,0
"538",1563,"2000",0,NA,0
"641",1563,"2001",0,NA,0
"827",1563,"2006",0,NA,0
"923",1563,"2007",0,NA,0
"1023",1563,"2008",0,NA,0
"1122",1563,"2009",0,NA,0
"1103",1559,"1999",0,NA,0
"537",1559,"2000",0,NA,0
"640",1559,"2001",0,NA,0
"922",1559,"2007",0,NA,0
"1022",1559,"2008",0,NA,0
"1121",1559,"2009",0,NA,0
"1102",1558,"1999",0,NA,0
"254",1558,"2003",0,NA,0
"447",1558,"2005",0,NA,0
"536",1558,"2000",0,NA,0
"639",1558,"2001",0,NA,0
"731",1558,"2002",0,NA,0
"826",1558,"2006",0,NA,0
"921",1558,"2007",0,NA,0
"1120",1558,"2009",0,NA,0
"1101",1552,"1999",0,NA,0
"253",1552,"2000",0,NA,0
"1100",1550,"1999",0,NA,0
"344",1550,"2004",0,NA,0
"446",1550,"2005",0,NA,0
"535",1550,"2000",0,NA,0
"638",1550,"2001",0,NA,0
"199",1541,"1999",0,NA,0
"252",1541,"2003",0,NA,0
"343",1541,"2004",0,NA,0
"445",1541,"2005",0,NA,0
"534",1541,"2000",0,NA,0
"637",1541,"2001",0,NA,0
"198",1538,"1999",0,NA,0
"251",1538,"2003",0,NA,0
